threshold,coverage,accuracy
8.284814612125047e-06,0.0005767012687427913,1.0
0.019218955782720114,0.11880046136101499,1.0
0.0384296267508281,0.25259515570934254,1.0
0.05764029771893609,0.37946943483275664,1.0
0.07685096868704408,0.49653979238754326,1.0
0.09606163965515208,0.596885813148789,1.0
0.11527231062326006,0.6718569780853518,1.0
0.13448298159136804,0.7324106113033448,0.9992125984251968
0.15369365255947603,0.7693194925028836,0.9992503748125937
0.17290432352758403,0.8050749711649365,0.9992836676217765
0.19211499449569203,0.8292964244521338,0.9993045897079277
0.2113256654638,0.8512110726643599,0.9993224932249323
0.230536336431908,0.8713956170703575,0.99867637326274
0.24974700740001599,0.8869665513264129,0.9973992197659298
0.26895767836812395,0.895040369088812,0.9967783505154639
0.288168349336232,0.9054209919261822,0.9961783439490446
0.30737902030433994,0.9140715109573241,0.9962145110410094
0.3265896912724479,0.9215686274509803,0.9962453066332916
0.34580036224055594,0.9284890426758939,0.9962732919254659
0.3650110332086639,0.9342560553633218,0.9950617283950617
0.3842217041767719,0.9382929642445214,0.9938537185003073
0.4034323751448799,0.9429065743944637,0.9932721712538226
0.42264304611298786,0.9463667820069204,0.9932967702620353
0.4418537170810959,0.9492502883506344,0.9927095990279465
0.46106438804920385,0.9527104959630911,0.9927360774818402
0.4802750590173118,0.955594002306805,0.992154496077248
0.49948572998541985,0.9607843137254902,0.9909963985594238
0.5186964009535279,0.9648212226066898,0.9898386132695756
0.5379070719216358,0.9677047289504037,0.9886769964243146
0.5571177428897438,0.9688581314878892,0.9886904761904762
0.5763284138578518,0.9717416378316033,0.9887240356083086
0.5955390848259597,0.97520184544406,0.9881726788882318
0.6147497557940678,0.9786620530565168,0.9858573954036535
0.6339604267621758,0.9838523644752019,0.9853458382180539
0.6531710977302837,0.9867358708189158,0.9853886616014027
0.6723817686983917,0.989042675893887,0.9854227405247813
0.6915924396664997,0.9907727797001153,0.9848661233993015
0.7108031106346077,0.994232987312572,0.984338747099768
0.7300137816027157,0.9959630911188004,0.9832078749276202
0.7492244525708237,0.9976931949250288,0.9815028901734104
0.7684351235389317,0.9988465974625144,0.9803695150115473
0.7876457945070396,0.9988465974625144,0.9803695150115473
0.8068564654751477,0.9994232987312572,0.979803808424697
0.8260671364432557,0.9994232987312572,0.979803808424697
0.8452778074113636,0.9994232987312572,0.979803808424697
0.8644884783794716,1.0,0.9798154555940023
0.8836991493475796,1.0,0.9798154555940023
0.9029098203156876,1.0,0.9798154555940023
0.9221204912837956,1.0,0.9798154555940023
0.9413311622519036,1.0,0.9798154555940023
0.9605418332200115,1.0,0.9798154555940023
0.9797525041881195,1.0,0.9798154555940023
0.9989631751562276,1.0,0.9798154555940023
1.0181738461243355,1.0,0.9798154555940023
1.0373845170924436,1.0,0.9798154555940023
1.0565951880605515,1.0,0.9798154555940023
1.0758058590286594,1.0,0.9798154555940023
1.0950165299967676,1.0,0.9798154555940023
1.1142272009648755,1.0,0.9798154555940023
1.1334378719329834,1.0,0.9798154555940023
