threshold,coverage,accuracy
0.019218955782720114,0.047203420021375134,0.9924528301886792
0.0384296267508281,0.1809761311008194,0.9980314960629921
0.05764029771893609,0.3159957249732811,0.9988726042841037
0.07685096868704408,0.4389027431421446,0.9991883116883117
0.09606163965515208,0.5361596009975063,0.9993355481727575
0.11527231062326006,0.6127538297114357,0.9991279069767441
0.13448298159136804,0.6783042394014963,0.9992121848739496
0.15369365255947603,0.7299608122550766,0.9992679355783309
0.17290432352758403,0.7716423227645173,0.9990766389658357
0.19211499449569203,0.8053081581759886,0.9986728599867286
0.2113256654638,0.8325614535090844,0.998502353444587
0.230536336431908,0.8569647310295689,0.9983371440448972
0.24974700740001599,0.8745992162451015,0.9981670061099797
0.26895767836812395,0.8913430708941931,0.9980015987210232
0.288168349336232,0.9043462771642323,0.9976363994484932
0.30737902030433994,0.912718204488778,0.9976580796252927
0.3265896912724479,0.921268257926612,0.997293116782676
0.34580036224055594,0.9275026718916993,0.997119262531208
0.3650110332086639,0.9344495903099395,0.9969500571864277
0.3842217041767719,0.9389027431421446,0.9969645228609372
0.4034323751448799,0.943534022087638,0.9964130639984897
0.42264304611298786,0.9490559315995725,0.9958708708708709
0.4418537170810959,0.9533309583184895,0.9958893871449925
0.46106438804920385,0.9560028500178126,0.9955282280603689
0.4802750590173118,0.9600997506234414,0.9949907235621521
0.49948572998541985,0.9620591378696117,0.9946306239585262
0.5186964009535279,0.9643747773423584,0.9944588104913188
0.5379070719216358,0.9668685429283933,0.994473102431835
0.5571177428897438,0.9693623085144282,0.9944873208379272
0.5763284138578518,0.9722123263270396,0.9932209600586296
0.5955390848259597,0.9748842180263627,0.9917778183811438
0.6147497557940678,0.9779123619522622,0.990528233151184
0.6339604267621758,0.9805842536515853,0.9896457765667575
0.6531710977302837,0.9845030281439259,0.9871539714130632
0.6723817686983917,0.9884218026362664,0.9852225626238962
0.6915924396664997,0.9925187032418953,0.9833094041636755
0.7108031106346077,0.9951905949412184,0.981922319670664
0.7300137816027157,0.996615603847524,0.9812332439678284
0.7492244525708237,0.9978624866405416,0.9807211710103535
0.7684351235389317,0.9985749910936943,0.9801997859436318
0.7876457945070396,0.9987531172069826,0.980203317281969
0.8068564654751477,0.9989312433202707,0.9800285306704708
0.8260671364432557,0.9989312433202707,0.9800285306704708
0.8452778074113636,0.9989312433202707,0.9800285306704708
0.8644884783794716,0.9989312433202707,0.9800285306704708
0.8836991493475796,0.9989312433202707,0.9800285306704708
0.9029098203156876,0.999109369433559,0.9800320912818684
0.9221204912837956,0.9994656216601354,0.9798609873462841
0.9413311622519036,0.9994656216601354,0.9798609873462841
0.9605418332200115,0.9994656216601354,0.9798609873462841
0.9797525041881195,0.9994656216601354,0.9798609873462841
0.9989631751562276,0.9994656216601354,0.9798609873462841
1.0181738461243355,0.9996437477734236,0.979864575908767
1.0373845170924436,0.9998218738867118,0.9796900053447354
1.0565951880605515,0.9998218738867118,0.9796900053447354
1.0758058590286594,1.0,0.979515496971856
1.0950165299967676,1.0,0.979515496971856
1.1142272009648755,1.0,0.979515496971856
1.1334378719329834,1.0,0.979515496971856
