Class,ECE_Before_TS,ECE_After_TS,Reduction_pct
CNV,0.02176677259126505,0.008305142804486566,61.84485885693777
DME,0.009957634797695781,0.007683895175982214,22.834133485591536
DRUSEN,0.06166745788847108,0.03678079349898999,40.35623526834845
NORMAL,0.042130651470405636,0.0134580796970491,68.05632187647839
